timestamp,episode_idx,experiment_id,policy,workload,platform,seed,total_reward,completed_jobs,avg_waiting_time,avg_bounded_slowdown,utilization,makespan,throughput,num_steps,invalid_actions,terminated,truncated
2026-05-18 14:54:46,27,eval_675000,<class 'sb3_contrib.common.maskable.policies.MaskableMultiInputActorCriticPolicy'>,medium_workload.json,medium_platform.xml,155,8.817518,100,4.615873,1.117526,0.866988,814.160295,0.122826,262,0,1,0
2026-05-18 14:55:25,28,eval_700000,<class 'sb3_contrib.common.maskable.policies.MaskableMultiInputActorCriticPolicy'>,medium_workload.json,medium_platform.xml,156,8.458087,100,4.820681,1.123886,0.866988,814.160295,0.122826,263,0,1,0
2026-05-18 14:55:35,28,eval_700000,<class 'sb3_contrib.common.maskable.policies.MaskableMultiInputActorCriticPolicy'>,medium_workload.json,medium_platform.xml,157,9.348380,100,4.796086,1.123960,0.866988,814.160295,0.122826,263,0,1,0
2026-05-18 14:56:15,29,eval_725000,<class 'sb3_contrib.common.maskable.policies.MaskableMultiInputActorCriticPolicy'>,medium_workload.json,medium_platform.xml,158,9.203211,100,4.749689,1.117851,0.866988,814.160295,0.122826,261,0,1,0
2026-05-18 14:56:25,29,eval_725000,<class 'sb3_contrib.common.maskable.policies.MaskableMultiInputActorCriticPolicy'>,medium_workload.json,medium_platform.xml,159,8.511417,100,4.781094,1.123352,0.866988,814.160295,0.122826,261,0,1,0
2026-05-18 14:57:05,30,eval_750000,<class 'sb3_contrib.common.maskable.policies.MaskableMultiInputActorCriticPolicy'>,medium_workload.json,medium_platform.xml,160,8.473106,100,4.668908,1.114530,0.866988,814.160295,0.122826,260,0,1,0
2026-05-18 14:57:14,30,eval_750000,<class 'sb3_contrib.common.maskable.policies.MaskableMultiInputActorCriticPolicy'>,medium_workload.json,medium_platform.xml,161,9.110369,100,4.772624,1.114530,0.866988,814.160295,0.122826,260,0,1,0
2026-05-18 14:57:54,31,eval_775000,<class 'sb3_contrib.common.maskable.policies.MaskableMultiInputActorCriticPolicy'>,medium_workload.json,medium_platform.xml,162,8.751606,100,4.854573,1.120304,0.866988,814.160295,0.122826,262,0,1,0
2026-05-18 14:58:04,31,eval_775000,<class 'sb3_contrib.common.maskable.policies.MaskableMultiInputActorCriticPolicy'>,medium_workload.json,medium_platform.xml,163,8.502022,100,4.877267,1.120304,0.866988,814.160295,0.122826,263,0,1,0
2026-05-18 14:58:44,32,eval_800000,<class 'sb3_contrib.common.maskable.policies.MaskableMultiInputActorCriticPolicy'>,medium_workload.json,medium_platform.xml,164,9.249281,100,4.868773,1.120602,0.866988,814.160295,0.122826,263,0,1,0
2026-05-18 14:58:53,32,eval_800000,<class 'sb3_contrib.common.maskable.policies.MaskableMultiInputActorCriticPolicy'>,medium_workload.json,medium_platform.xml,165,9.186779,100,5.823274,1.171669,0.866988,814.160295,0.122826,264,0,1,0
